car_id,data_compra,nome_cliente,genero,renda_anual,concessionaria,empresa,modelo,motor,transmissao,cor,preco,numero_concessionaria,estilo_carro,telefone,regiao_concessionaria,faixa_renda,faixa_preco
C_CND_012630,2023-04-08,Doria,F,421500.0,Iceberg Rentals,Dodge,Durango,Overhead Camshaft,Manual,RED,31501.0,53546-9427,SUV,6146128,SCOTTSDALE,Média,Médio
C_CND_012631,2023-04-08,Pauline,F,13500.0,McKinney Dodge Chrysler Jeep,Ford,Escort,Overhead Camshaft,Manual,BLACK,11001.0,85257-3102,Passenger,8234293,AUSTIN,Baixa,Baixo
C_CND_012632,2023-04-08,Jonathan,F,700000.0,Motor Vehicle Branch Office,Ford,Escort,Overhead Camshaft,Manual,BLACK,12001.0,78758-7841,Passenger,7619237,MIDDLETOWN,Média,Baixo
C_CND_012633,2023-04-08,Joey,M,2250000.0,Nebo Chevrolet,Volkswagen,Jetta,Double Overhead Camshaft,Auto,PALE WHITE,38001.0,06457-3834,Passenger,8766326,AURORA,Premium,Médio
C_CND_012634,2023-04-08,Maxime,M,13500.0,New Castle Ford Lincoln Mercury,Chevrolet,Cavalier,Overhead Camshaft,Manual,RED,20001.0,60504-7114,SUV,6223910,GREENVILLE,Baixa,Médio
C_CND_012635,2023-04-08,Kevin,M,1090000.0,Pars Auto Sales,Audi,A6,Double Overhead Camshaft,Auto,PALE WHITE,42001.0,38701-8047,SUV,6436961,PASCO,Alta,Alto
C_CND_012636,2023-04-08,Kyllian,M,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Durango,Overhead Camshaft,Manual,PALE WHITE,27001.0,99301-3882,SUV,6803121,JANESVILLE,Baixa,Médio
C_CND_012637,2023-04-08,Bertille,M,13500.0,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,RED,19001.0,53546-9427,Sedan,6870367,SCOTTSDALE,Baixa,Baixo
C_CND_012638,2023-04-08,Nicolas,M,1126000.0,Rabun Used Car Sales,Mercedes-B,SLK,Double Overhead Camshaft,Auto,PALE WHITE,36601.0,85257-3102,Passenger,7589548,AUSTIN,Alta,Médio
C_CND_012639,2023-04-08,Lucas,M,13500.0,Race Car Help,Jeep,Wrangler,Double Overhead Camshaft,Auto,RED,19001.0,78758-7841,Hatchback,6762069,MIDDLETOWN,Baixa,Baixo
C_CND_012640,2023-04-08,Marion,F,517000.0,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,PALE WHITE,27001.0,06457-3834,Passenger,7383244,AURORA,Média,Médio
C_CND_012641,2023-04-08,Matheo,M,1190000.0,Saab-Belle Dodge,Ford,Crown Victoria,Overhead Camshaft,Manual,PALE WHITE,20001.0,60504-7114,Passenger,7156156,GREENVILLE,Premium,Médio
C_CND_012642,2023-04-08,Antoine,M,860000.0,Scrivener Performance Engineering,Chrysler,LHS,Double Overhead Camshaft,Auto,BLACK,26001.0,38701-8047,Hatchback,7095029,PASCO,Alta,Médio
C_CND_012643,2023-04-08,Oliver,M,776000.0,Tri-State Mack Inc,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,RED,39001.0,85257-3102,Hardtop,7519551,SCOTTSDALE,Alta,Médio
C_CND_012644,2023-04-08,Emma,M,980000.0,Suburban Ford,Saab,3-Sep,Double Overhead Camshaft,Auto,BLACK,18001.0,53546-9427,Sedan,7428976,SCOTTSDALE,Alta,Baixo
C_CND_012645,2023-04-08,Antoine,F,1045000.0,Tri-State Mack Inc,Honda,CR-V,Double Overhead Camshaft,Auto,PALE WHITE,22501.0,85257-3102,SUV,6275472,AUSTIN,Alta,Médio
C_CND_012646,2023-04-09,Michelle,M,625000.0,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,BLACK,25001.0,85257-3102,SUV,7360010,SCOTTSDALE,Média,Médio
C_CND_012647,2023-04-09,Mila,M,780000.0,U-Haul CO,Infiniti,I30,Overhead Camshaft,Manual,RED,22001.0,78758-7841,Hatchback,6241591,AUSTIN,Alta,Médio
C_CND_012648,2023-04-09,Mina,M,1342000.0,Progressive Shippers Cooperative Association No,Acura,RL,Double Overhead Camshaft,Auto,BLACK,24201.0,53546-9427,SUV,7383433,JANESVILLE,Premium,Médio
C_CND_012649,2023-04-09,Natalie,F,1381000.0,Rabun Used Car Sales,Saturn,SC,Overhead Camshaft,Manual,RED,61101.0,85257-3102,Hatchback,6263742,AUSTIN,Premium,Premium
C_CND_012650,2023-04-09,Oumayma,F,1451000.0,Tri-State Mack Inc,Ford,Mustang,Overhead Camshaft,Manual,BLACK,22100.0,85257-3102,Hatchback,7784984,SCOTTSDALE,Premium,Médio
C_CND_012651,2023-04-09,Shanon,F,1420000.0,U-Haul CO,Volvo,S80,Overhead Camshaft,Manual,PALE WHITE,21000.0,78758-7841,Sedan,7198783,AUSTIN,Premium,Médio
C_CND_012652,2023-04-09,Maelys,M,13500.0,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,RED,21000.0,53546-9427,Sedan,8730209,JANESVILLE,Baixa,Médio
C_CND_012653,2023-04-09,Christina,F,13500.0,Rabun Used Car Sales,Plymouth,Breeze,Double Overhead Camshaft,Auto,PALE WHITE,22000.0,85257-3102,Hardtop,7192074,SCOTTSDALE,Baixa,Médio
C_CND_012654,2023-04-09,Margaret,F,670000.0,Enterprise Rent A Car,Volkswagen,Passat,Double Overhead Camshaft,Auto,RED,13000.0,60504-7114,Hatchback,6850722,AURORA,Média,Baixo
C_CND_012655,2023-04-09,Maria,F,525000.0,Gartner Buick Hyundai Saab,Dodge,Viper,Double Overhead Camshaft,Auto,RED,23000.0,38701-8047,SUV,7117117,GREENVILLE,Média,Médio
C_CND_012656,2023-04-09,Mariam,M,447500.0,Hatfield Volkswagen,Jeep,Wrangler,Double Overhead Camshaft,Auto,RED,13501.0,99301-3882,Hatchback,8191651,PASCO,Média,Baixo
C_CND_012657,2023-04-09,Harper,F,13500.0,Tri-State Mack Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,BLACK,25000.0,85257-3102,Hardtop,6993548,SCOTTSDALE,Baixa,Médio
C_CND_012658,2023-04-09,Orlane,F,870000.0,Ryder Truck Rental and Leasing,Dodge,Neon,Overhead Camshaft,Manual,RED,19000.0,06457-3834,Hardtop,7487535,MIDDLETOWN,Alta,Baixo
C_CND_012659,2023-04-09,Benjamin,F,13500.0,C & M Motors Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,PALE WHITE,57000.0,60504-7114,Hardtop,7156805,AURORA,Baixa,Alto
C_CND_012660,2023-04-09,Mariah,M,711000.0,Motor Vehicle Branch Office,Toyota,Corolla,Double Overhead Camshaft,Auto,RED,41000.0,78758-7841,Passenger,8691322,AUSTIN,Média,Alto
C_CND_012661,2023-04-09,Mariam,M,640000.0,Nebo Chevrolet,Chrysler,Cirrus,Double Overhead Camshaft,Auto,RED,12000.0,06457-3834,Passenger,7236956,MIDDLETOWN,Média,Baixo
C_CND_012662,2023-04-09,Evelyne,M,660000.0,U-Haul CO,Volvo,S40,Double Overhead Camshaft,Auto,RED,29001.0,78758-7841,Sedan,7504194,MIDDLETOWN,Média,Médio
C_CND_012663,2023-04-09,Meggy,M,550000.0,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,BLACK,22001.0,53546-9427,SUV,8263206,AURORA,Média,Médio
C_CND_012664,2023-04-09,Anna,M,543000.0,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,BLACK,36001.0,78758-7841,Sedan,7476824,GREENVILLE,Média,Médio
C_CND_012665,2023-04-09,Alicia,M,535200.0,Ryder Truck Rental and Leasing,Nissan,Xterra,Double Overhead Camshaft,Auto,BLACK,9201.0,06457-3834,Passenger,8703899,PASCO,Média,Baixo
C_CND_012666,2023-04-10,Nicole,F,13500.0,Race Car Help,Buick,Regal,Double Overhead Camshaft,Auto,BLACK,19001.0,78758-7841,Passenger,7909884,AUSTIN,Baixa,Baixo
C_CND_012667,2023-04-10,Nina,M,1782800.0,Ryder Truck Rental and Leasing,Oldsmobile,Intrigue,Overhead Camshaft,Manual,RED,37281.0,06457-3834,SUV,7516796,MIDDLETOWN,Premium,Médio
C_CND_012668,2023-04-10,Olivia,F,956000.0,Saab-Belle Dodge,Mercedes-B,SLK,Overhead Camshaft,Manual,PALE WHITE,17001.0,60504-7114,Passenger,8754691,AURORA,Alta,Baixo
C_CND_012669,2023-04-10,Phoebe,M,1468000.0,Scrivener Performance Engineering,Buick,Park Avenue,Overhead Camshaft,Manual,BLACK,29801.0,38701-8047,Hatchback,7808497,GREENVILLE,Premium,Médio
C_CND_012670,2023-04-10,Queenie,F,13500.0,Star Enterprises Inc,Lexus,LS400,Double Overhead Camshaft,Auto,PALE WHITE,46001.0,99301-3882,Sedan,6517721,PASCO,Baixa,Alto
C_CND_012671,2023-04-10,Rachel,M,650000.0,Suburban Ford,Toyota,Sienna,Overhead Camshaft,Manual,BLACK,27001.0,53546-9427,Passenger,8511063,JANESVILLE,Média,Médio
C_CND_012672,2023-04-10,Raina,M,13500.0,Tri-State Mack Inc,Jeep,Wrangler,Double Overhead Camshaft,Auto,RED,19001.0,85257-3102,Hatchback,7911428,SCOTTSDALE,Baixa,Baixo
C_CND_012673,2023-04-10,Rebecca,M,13500.0,U-Haul CO,Porsche,Boxter,Overhead Camshaft,Manual,RED,24001.0,78758-7841,SUV,6850793,AUSTIN,Baixa,Médio
C_CND_012674,2023-04-10,Jade,M,13500.0,Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Overhead Camshaft,Manual,PALE WHITE,17000.0,53546-9427,Hatchback,8008076,JANESVILLE,Baixa,Baixo
C_CND_012675,2023-04-10,Neelam,M,13500.0,Rabun Used Car Sales,Oldsmobile,Silhouette,Double Overhead Camshaft,Auto,BLACK,60000.0,85257-3102,Sedan,7779606,SCOTTSDALE,Baixa,Alto
C_CND_012676,2023-04-10,Lionela,M,950000.0,Race Car Help,Plymouth,Neon,Double Overhead Camshaft,Auto,PALE WHITE,27000.0,78758-7841,SUV,8013954,AUSTIN,Alta,Médio
C_CND_012677,2023-04-10,Mehdi,M,1960000.0,Ryder Truck Rental and Leasing,Honda,Accord,Double Overhead Camshaft,Auto,PALE WHITE,21000.0,06457-3834,Sedan,7113532,MIDDLETOWN,Premium,Médio
C_CND_012678,2023-04-10,Victor,M,13500.0,Saab-Belle Dodge,Cadillac,Eldorado,Overhead Camshaft,Manual,BLACK,29000.0,60504-7114,Passenger,8776851,AURORA,Baixa,Médio
C_CND_012679,2023-04-10,Mathieu,M,910000.0,Scrivener Performance Engineering,Volkswagen,Jetta,Double Overhead Camshaft,Auto,BLACK,22000.0,38701-8047,Passenger,8510979,GREENVILLE,Alta,Médio
C_CND_012680,2023-04-10,Alexandre,M,862000.0,Star Enterprises Inc,Dodge,Stratus,Overhead Camshaft,Manual,RED,37000.0,99301-3882,Hatchback,7024488,PASCO,Alta,Médio
C_CND_012681,2023-04-10,Elif,M,822000.0,Suburban Ford,Hyundai,Sonata,Overhead Camshaft,Manual,PALE WHITE,13000.0,53546-9427,SUV,8808067,JANESVILLE,Alta,Baixo
C_CND_012682,2023-04-10,Matilda,M,13500.0,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,Double Overhead Camshaft,Auto,BLACK,60001.0,85257-3102,Sedan,6990026,SCOTTSDALE,Baixa,Premium
C_CND_012683,2023-04-10,Maya,M,13500.0,Motor Vehicle Branch Office,Saturn,SL,Double Overhead Camshaft,Auto,BLACK,11001.0,78758-7841,SUV,8520687,AUSTIN,Baixa,Baixo
C_CND_012684,2023-04-10,Melanie,F,695000.0,Nebo Chevrolet,Pontiac,Grand Am,Double Overhead Camshaft,Auto,RED,31001.0,06457-3834,SUV,8510908,MIDDLETOWN,Média,Médio
C_CND_012685,2023-04-10,Mia,M,420000.0,New Castle Ford Lincoln Mercury,Mercedes-B,S-Class,Overhead Camshaft,Manual,BLACK,18001.0,60504-7114,SUV,7985886,AURORA,Média,Baixo
C_CND_012686,2023-04-10,Idy,M,470000.0,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,BLACK,34000.0,78758-7841,Hardtop,8079258,AUSTIN,Média,Médio
C_CND_012687,2023-04-10,Iris,F,390000.0,Saab-Belle Dodge,Chevrolet,Malibu,Overhead Camshaft,Manual,RED,82000.0,60504-7114,Hardtop,7568187,AURORA,Média,Premium
C_CND_012688,2023-04-10,Michelle,M,688000.0,Progressive Shippers Cooperative Association No,BMW,528i,Overhead Camshaft,Manual,PALE WHITE,16001.0,53546-9427,SUV,7900954,JANESVILLE,Média,Baixo
C_CND_012689,2023-04-10,Mikayla,M,612500.0,Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,RED,21501.0,85257-3102,SUV,6707955,SCOTTSDALE,Média,Médio
C_CND_012690,2023-04-10,Mariama,M,1200000.0,New Castle Ford Lincoln Mercury,Volkswagen,Jetta,Double Overhead Camshaft,Auto,RED,22000.0,60504-7114,Passenger,7033321,AURORA,Premium,Médio
C_CND_012691,2023-04-10,Arnaud,M,1460000.0,Capitol KIA,Porsche,Carrera Coupe,Overhead Camshaft,Manual,BLACK,16000.0,38701-8047,Hardtop,8209220,GREENVILLE,Premium,Baixo
C_CND_012692,2023-04-10,Maya,M,695000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Park Avenue,Overhead Camshaft,Manual,BLACK,29000.0,99301-3882,Hatchback,6428051,PASCO,Média,Médio
C_CND_012693,2023-04-10,Mckenzie,M,880000.0,Progressive Shippers Cooperative Association No,Mercedes-B,SLK,Overhead Camshaft,Manual,PALE WHITE,57000.0,53546-9427,Passenger,8647987,JANESVILLE,Alta,Alto
C_CND_012694,2023-04-10,Melanie,F,13500.0,Rabun Used Car Sales,Lincoln,Continental,Overhead Camshaft,Manual,PALE WHITE,20000.0,85257-3102,Passenger,8832120,SCOTTSDALE,Baixa,Baixo
C_CND_012695,2023-04-10,Guillaume,M,13500.0,Chrysler of Tri-Cities,Honda,Passport,Overhead Camshaft,Manual,PALE WHITE,13000.0,99301-3882,Hardtop,6414471,PASCO,Baixa,Baixo
C_CND_012696,2023-04-10,Michelle,M,490000.0,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Double Overhead Camshaft,Auto,RED,69000.0,06457-3834,Passenger,7664130,MIDDLETOWN,Média,Premium
C_CND_012697,2023-04-10,Mikayla,F,423000.0,Saab-Belle Dodge,Chrysler,LHS,Double Overhead Camshaft,Auto,PALE WHITE,20000.0,60504-7114,Hatchback,6318802,AURORA,Média,Baixo
C_CND_012698,2023-04-10,Baptiste,M,468000.0,Saab-Belle Dodge,Mercury,Cougar,Double Overhead Camshaft,Auto,BLACK,33001.0,60504-7114,Hatchback,8277402,JANESVILLE,Média,Médio
C_CND_012699,2023-04-10,Celia,M,585000.0,Scrivener Performance Engineering,Cadillac,Escalade,Double Overhead Camshaft,Auto,BLACK,26001.0,38701-8047,Sedan,7727713,SCOTTSDALE,Média,Médio
C_CND_012700,2023-04-10,Carla,M,525000.0,Star Enterprises Inc,Dodge,Avenger,Double Overhead Camshaft,Auto,RED,39001.0,99301-3882,Passenger,8682182,AUSTIN,Média,Médio
C_CND_012701,2023-04-10,Patrick,M,1160000.0,Rabun Used Car Sales,Mercury,Mountaineer,Overhead Camshaft,Manual,RED,21000.0,85257-3102,Hardtop,8414085,SCOTTSDALE,Alta,Médio
C_CND_012702,2023-04-10,Emma,M,1407000.0,Tri-State Mack Inc,Acura,TL,Double Overhead Camshaft,Auto,BLACK,23701.0,85257-3102,Hatchback,7962627,AURORA,Premium,Médio
C_CND_012703,2023-04-10,Julie,M,13500.0,U-Haul CO,Volvo,C70,Double Overhead Camshaft,Auto,BLACK,18001.0,78758-7841,Hatchback,8700788,GREENVILLE,Baixa,Baixo
C_CND_012704,2023-04-10,Laura,M,1465000.0,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,PALE WHITE,15501.0,06457-3834,Sedan,7982170,PASCO,Premium,Baixo
C_CND_012705,2023-04-10,Elia,M,1865000.0,C & M Motors Inc,Saturn,LW,Overhead Camshaft,Manual,PALE WHITE,13501.0,60504-7114,Hatchback,7666585,JANESVILLE,Premium,Baixo
C_CND_012706,2023-04-12,Renee,M,1060000.0,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Double Overhead Camshaft,Auto,PALE WHITE,46001.0,06457-3834,Passenger,6659801,MIDDLETOWN,Alta,Alto
C_CND_012707,2023-04-12,Sabrina,F,1765000.0,C & M Motors Inc,Mercury,Sable,Double Overhead Camshaft,Auto,RED,39501.0,60504-7114,Sedan,8377110,AURORA,Premium,Médio
C_CND_012708,2023-04-12,Samantha,M,1255000.0,Capitol KIA,Acura,TL,Double Overhead Camshaft,Auto,RED,24501.0,38701-8047,Hatchback,8266260,GREENVILLE,Premium,Médio
C_CND_012709,2023-04-12,Sara,M,13500.0,Chrysler of Tri-Cities,Volvo,C70,Overhead Camshaft,Manual,BLACK,36001.0,99301-3882,Hatchback,6994930,PASCO,Baixa,Médio
C_CND_012710,2023-04-12,Sarah,M,900000.0,Chrysler Plymouth,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,PALE WHITE,10000.0,53546-9427,SUV,8990430,JANESVILLE,Alta,Baixo
C_CND_012711,2023-04-12,Laura,M,937000.0,Gartner Buick Hyundai Saab,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,RED,39000.0,38701-8047,Hardtop,8635309,AUSTIN,Alta,Médio
C_CND_012712,2023-04-12,Selina,M,1070500.0,Clay Johnson Auto Sales,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,PALE WHITE,45050.0,78758-7841,SUV,7193073,AUSTIN,Alta,Alto
C_CND_012713,2023-04-12,Serena,M,1175000.0,Diehl Motor CO Inc,Dodge,Dakota,Double Overhead Camshaft,Auto,PALE WHITE,21501.0,06457-3834,Sedan,6683458,MIDDLETOWN,Alta,Médio
C_CND_012714,2023-04-12,Layla,F,1820000.0,Iceberg Rentals,Pontiac,Firebird,Overhead Camshaft,Manual,BLACK,43000.0,53546-9427,Hardtop,8628803,AURORA,Premium,Alto
C_CND_012715,2023-04-12,Shirley,M,13500.0,Gartner Buick Hyundai Saab,Subaru,Outback,Overhead Camshaft,Manual,RED,49000.0,38701-8047,SUV,6662159,GREENVILLE,Baixa,Alto
C_CND_012716,2023-04-12,Leila,M,795250.0,Nebo Chevrolet,Subaru,Forester,Double Overhead Camshaft,Auto,BLACK,22250.0,06457-3834,Hardtop,7208027,JANESVILLE,Alta,Médio
C_CND_012717,2023-04-12,Lilia,M,652000.0,Tri-State Mack Inc,Dodge,Durango,Double Overhead Camshaft,Auto,BLACK,24000.0,85257-3102,SUV,6623624,SCOTTSDALE,Média,Médio
C_CND_012718,2023-04-12,Celia,M,13500.0,U-Haul CO,Volkswagen,Passat,Double Overhead Camshaft,Auto,BLACK,9000.0,78758-7841,Hatchback,8991244,AUSTIN,Baixa,Baixo
C_CND_012719,2023-04-12,Claire,M,2352500.0,Race Car Help,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,PALE WHITE,45251.0,78758-7841,Hardtop,8638870,AUSTIN,Premium,Alto
C_CND_012720,2023-04-12,Le Helley,M,810000.0,C & M Motors Inc,Chevrolet,Metro,Double Overhead Camshaft,Auto,PALE WHITE,19000.0,60504-7114,Passenger,7372295,AURORA,Alta,Baixo
C_CND_012721,2023-04-12,Alexandre,M,13500.0,Capitol KIA,Mercedes-B,C-Class,Overhead Camshaft,Manual,PALE WHITE,12000.0,38701-8047,Hatchback,6515713,GREENVILLE,Baixa,Baixo
C_CND_012722,2023-04-12,Rifka,M,434500.0,Iceberg Rentals,Dodge,Ram Pickup,Overhead Camshaft,Manual,BLACK,19501.0,53546-9427,Hardtop,7296168,JANESVILLE,Média,Baixo
C_CND_012723,2023-04-12,Rayan,M,1185000.0,Chrysler Plymouth,Dodge,Ram Van,Double Overhead Camshaft,Auto,BLACK,60500.0,53546-9427,Hatchback,7680026,JANESVILLE,Premium,Premium
C_CND_012724,2023-04-12,Yehudis,M,700000.0,Chrysler of Tri-Cities,Mercedes-B,SL-Class,Overhead Camshaft,Manual,PALE WHITE,26000.0,99301-3882,Hardtop,7460356,PASCO,Média,Médio
C_CND_012725,2023-04-12,Rosalie,F,13500.0,Clay Johnson Auto Sales,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,RED,69000.0,78758-7841,Passenger,6175417,AUSTIN,Baixa,Premium
C_CND_012726,2023-04-12,Coic,F,1389000.0,Diehl Motor CO Inc,Ford,Windstar,Overhead Camshaft,Manual,PALE WHITE,17900.0,06457-3834,Sedan,8821465,MIDDLETOWN,Premium,Baixo
C_CND_012727,2023-04-12,Jade,M,1220000.0,Enterprise Rent A Car,Chrysler,300M,Double Overhead Camshaft,Auto,BLACK,26000.0,60504-7114,SUV,6123593,AURORA,Premium,Médio
C_CND_012728,2023-04-12,Mila,F,545000.0,Race Car Help,Dodge,Ram Van,Double Overhead Camshaft,Auto,PALE WHITE,15000.0,78758-7841,Hatchback,6027906,AUSTIN,Média,Baixo
C_CND_012729,2023-04-12,Isabella,M,483000.0,Star Enterprises Inc,Chrysler,Concorde,Overhead Camshaft,Manual,PALE WHITE,28000.0,99301-3882,Hardtop,7040207,PASCO,Média,Médio
C_CND_012730,2023-04-12,Mindy,M,525000.0,Saab-Belle Dodge,Volkswagen,GTI,Overhead Camshaft,Manual,BLACK,25000.0,60504-7114,SUV,6064873,AURORA,Média,Médio
C_CND_012731,2023-04-12,Jenna,F,13500.0,Chrysler Plymouth,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,PALE WHITE,12000.0,53546-9427,Hardtop,8390003,JANESVILLE,Baixa,Baixo
C_CND_012732,2023-04-12,Miriam,M,13500.0,Star Enterprises Inc,Toyota,Camry,Overhead Camshaft,Manual,BLACK,29000.0,99301-3882,Hatchback,8346582,PASCO,Baixa,Médio
C_CND_012733,2023-04-12,Josephine,M,436000.0,Diehl Motor CO Inc,Chevrolet,Prizm,Double Overhead Camshaft,Auto,PALE WHITE,42000.0,06457-3834,Hardtop,6057743,MIDDLETOWN,Média,Alto
C_CND_012734,2023-04-12,Morgan,M,608000.0,Tri-State Mack Inc,Volkswagen,Passat,Double Overhead Camshaft,Auto,PALE WHITE,31000.0,85257-3102,Hatchback,8821795,SCOTTSDALE,Média,Médio
C_CND_012735,2023-04-12,Naomi,M,705000.0,U-Haul CO,Lincoln,Navigator,Double Overhead Camshaft,Auto,BLACK,19000.0,78758-7841,Sedan,6315829,AUSTIN,Média,Baixo
C_CND_012736,2023-04-12,Natalia,F,677000.0,Progressive Shippers Cooperative Association No,Jaguar,S-Type,Overhead Camshaft,Manual,RED,45000.0,53546-9427,Passenger,7973657,JANESVILLE,Média,Alto
C_CND_012737,2023-04-12,Natalie,M,320500.0,Rabun Used Car Sales,Buick,Park Avenue,Double Overhead Camshaft,Auto,PALE WHITE,62500.0,85257-3102,Hatchback,7020692,SCOTTSDALE,Baixa,Premium
C_CND_012738,2023-04-12,Nechama,M,13500.0,Progressive Shippers Cooperative Association No,Ford,Contour,Double Overhead Camshaft,Auto,RED,19000.0,53546-9427,Sedan,6692910,JANESVILLE,Baixa,Baixo
C_CND_012739,2023-04-12,Milan,M,725000.0,Scrivener Performance Engineering,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,BLACK,44000.0,38701-8047,Hatchback,8118231,GREENVILLE,Média,Alto
C_CND_012740,2023-04-12,Morgan,M,676500.0,Star Enterprises Inc,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,PALE WHITE,20500.0,99301-3882,Passenger,6261654,PASCO,Média,Médio
C_CND_012741,2023-04-12,Mya,M,502000.0,Suburban Ford,BMW,328i,Overhead Camshaft,Manual,BLACK,69000.0,53546-9427,Sedan,6058912,JANESVILLE,Média,Premium
C_CND_012742,2023-04-12,Nadia,M,721000.0,Tri-State Mack Inc,Jaguar,S-Type,Double Overhead Camshaft,Auto,BLACK,27000.0,85257-3102,Passenger,8073724,SCOTTSDALE,Média,Médio
C_CND_012743,2023-04-12,Nahla,F,440000.0,U-Haul CO,Oldsmobile,Aurora,Overhead Camshaft,Manual,RED,71001.0,78758-7841,Passenger,8308594,AUSTIN,Média,Premium
C_CND_012744,2023-04-12,Nana,M,1048000.0,Progressive Shippers Cooperative Association No,Lincoln,Town car,Double Overhead Camshaft,Auto,BLACK,26801.0,53546-9427,Hatchback,6538189,JANESVILLE,Alta,Médio
C_CND_012745,2023-04-12,Angele,M,13500.0,Hatfield Volkswagen,Dodge,Caravan,Overhead Camshaft,Manual,RED,24000.0,99301-3882,Hardtop,8527834,PASCO,Baixa,Médio
C_CND_012746,2023-04-12,Natalia,M,1000000.0,Race Car Help,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,PALE WHITE,46001.0,78758-7841,Sedan,7783798,AUSTIN,Alta,Alto
C_CND_012747,2023-04-12,Natalie,M,580000.0,Ryder Truck Rental and Leasing,Dodge,Viper,Double Overhead Camshaft,Auto,RED,41001.0,06457-3834,SUV,6130757,MIDDLETOWN,Média,Alto
C_CND_012748,2023-04-12,Nevaeh,M,840000.0,Saab-Belle Dodge,Ford,Escort,Overhead Camshaft,Manual,BLACK,11001.0,60504-7114,Passenger,6836470,AURORA,Alta,Baixo
C_CND_012749,2023-04-12,Nia,M,335000.0,Scrivener Performance Engineering,Chevrolet,Corvette,Double Overhead Camshaft,Auto,PALE WHITE,25001.0,38701-8047,SUV,7404959,GREENVILLE,Baixa,Médio
C_CND_012750,2023-04-12,Natalia,M,637500.0,Capitol KIA,Dodge,Stratus,Double Overhead Camshaft,Auto,RED,31501.0,38701-8047,Hatchback,7235169,SCOTTSDALE,Média,Médio
C_CND_012751,2023-04-12,Raymond,M,13500.0,Saab-Belle Dodge,Mitsubishi,Eclipse,Overhead Camshaft,Manual,BLACK,25000.0,60504-7114,Hardtop,6723327,AURORA,Baixa,Médio
C_CND_012752,2023-04-12,Rohan,M,1025000.0,Suburban Ford,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,BLACK,45500.0,53546-9427,Hardtop,7531426,JANESVILLE,Alta,Alto
C_CND_012753,2023-04-12,Fabrice,M,755000.0,Classic Chevy,Lincoln,Continental,Overhead Camshaft,Manual,PALE WHITE,20001.0,85257-3102,Passenger,8310975,AURORA,Alta,Médio
C_CND_012754,2023-04-12,Larelay,M,965000.0,Clay Johnson Auto Sales,Toyota,4Runner,Double Overhead Camshaft,Auto,RED,35001.0,78758-7841,Sedan,8619011,GREENVILLE,Alta,Médio
C_CND_012755,2023-04-12,Matmiti,F,670000.0,Diehl Motor CO Inc,BMW,323i,Double Overhead Camshaft,Auto,BLACK,9001.0,06457-3834,Hatchback,7064255,PASCO,Média,Baixo
C_CND_012756,2023-04-12,Ryan,M,826000.0,Tri-State Mack Inc,Lexus,ES300,Double Overhead Camshaft,Auto,BLACK,16000.0,85257-3102,Hardtop,7232390,SCOTTSDALE,Alta,Baixo
C_CND_012757,2023-04-12,Noemie,F,793000.0,Gartner Buick Hyundai Saab,Cadillac,Escalade,Double Overhead Camshaft,Auto,BLACK,26001.0,38701-8047,Sedan,6223944,SCOTTSDALE,Alta,Médio
C_CND_012758,2023-04-12,Syed,M,785000.0,Clay Johnson Auto Sales,Lexus,ES300,Double Overhead Camshaft,Auto,PALE WHITE,27000.0,78758-7841,Hardtop,7226095,AUSTIN,Alta,Médio
C_CND_012759,2023-04-12,Noemie,M,13500.0,Iceberg Rentals,Dodge,Ram Van,Double Overhead Camshaft,Auto,PALE WHITE,15001.0,53546-9427,Hatchback,8778475,JANESVILLE,Baixa,Baixo
